t,angle_deg,KE,PE,E_total
4.312500,-1.06089392e+01,1.22222817e-03,-1.80634987e+00,-1.80512762e+00
4.316667,-1.06191597e+01,1.22226763e-03,-1.80807042e+00,-1.80684817e+00
4.320834,-1.06293793e+01,1.22214248e-03,-1.80979085e+00,-1.80856872e+00
4.325000,-1.06395988e+01,1.22213503e-03,-1.81151104e+00,-1.81028891e+00
4.329167,-1.06498194e+01,1.22204854e-03,-1.81323111e+00,-1.81200910e+00
4.333333,-1.06600399e+01,1.22211245e-03,-1.81495142e+00,-1.81372929e+00
4.337500,-1.06702585e+01,1.22208800e-03,-1.81667149e+00,-1.81544936e+00
4.341667,-1.06804781e+01,1.22200348e-03,-1.81839144e+00,-1.81716943e+00
4.345834,-1.06906967e+01,1.22201326e-03,-1.82011139e+00,-1.81888938e+00
4.350000,-1.07009163e+01,1.22194306e-03,-1.82183123e+00,-1.82060933e+00
4.354167,-1.07111349e+01,1.22192735e-03,-1.82355106e+00,-1.82232916e+00
4.358334,-1.07213545e+01,1.22195890e-03,-1.82527077e+00,-1.82404876e+00
4.362500,-1.07315731e+01,1.22187892e-03,-1.82699037e+00,-1.82576847e+00
4.366667,-1.07417917e+01,1.22178847e-03,-1.82870996e+00,-1.82748818e+00
4.370833,-1.07520103e+01,1.22179603e-03,-1.83042932e+00,-1.82920754e+00
4.375000,-1.07622280e+01,1.22174213e-03,-1.83214867e+00,-1.83092690e+00
4.379167,-1.07724476e+01,1.22172246e-03,-1.83386791e+00,-1.83264613e+00
4.383334,-1.07826653e+01,1.22176483e-03,-1.83558714e+00,-1.83436537e+00
4.387500,-1.07928829e+01,1.22170849e-03,-1.83730614e+00,-1.83608449e+00
4.391667,-1.08031015e+01,1.22168625e-03,-1.83902526e+00,-1.83780360e+00
4.395833,-1.08133192e+01,1.22164167e-03,-1.84074426e+00,-1.83952260e+00
4.400000,-1.08235359e+01,1.22158008e-03,-1.84246314e+00,-1.84124160e+00
4.404167,-1.08337545e+01,1.22160604e-03,-1.84418190e+00,-1.84296024e+00
4.408334,-1.08439722e+01,1.22157857e-03,-1.84590077e+00,-1.84467924e+00
4.412500,-1.08541889e+01,1.22148881e-03,-1.84761941e+00,-1.84639788e+00
4.416667,-1.08644066e+01,1.22144981e-03,-1.84933805e+00,-1.84811664e+00
4.420834,-1.08746233e+01,1.22143875e-03,-1.85105646e+00,-1.84983504e+00
4.425000,-1.08848410e+01,1.22143165e-03,-1.85277498e+00,-1.85155356e+00
4.429167,-1.08950577e+01,1.22153154e-03,-1.85449338e+00,-1.85327184e+00
4.433333,-1.09052744e+01,1.22148613e-03,-1.85621166e+00,-1.85499012e+00
4.437500,-1.09154921e+01,1.22143177e-03,-1.85792994e+00,-1.85670853e+00
4.441667,-1.09257069e+01,1.22132513e-03,-1.85964799e+00,-1.85842669e+00
4.445834,-1.09359245e+01,1.22128148e-03,-1.86136603e+00,-1.86014473e+00
4.450000,-1.09461403e+01,1.22123607e-03,-1.86308396e+00,-1.86186278e+00
4.454167,-1.09563570e+01,1.22119952e-03,-1.86480188e+00,-1.86358070e+00
4.458333,-1.09665728e+01,1.22114667e-03,-1.86651957e+00,-1.86529839e+00
4.462500,-1.09767885e+01,1.22116995e-03,-1.86823738e+00,-1.86701620e+00
4.466667,-1.09870043e+01,1.22114306e-03,-1.86995494e+00,-1.86873376e+00
4.470834,-1.09972191e+01,1.22108241e-03,-1.87167251e+00,-1.87045145e+00
4.475000,-1.10074348e+01,1.22110709e-03,-1.87338996e+00,-1.87216890e+00
4.479167,-1.10176506e+01,1.22113945e-03,-1.87510741e+00,-1.87388623e+00
4.483334,-1.10278664e+01,1.22108811e-03,-1.87682474e+00,-1.87560368e+00
4.487500,-1.10380821e+01,1.22107798e-03,-1.87854207e+00,-1.87732100e+00
4.491667,-1.10482969e+01,1.22100930e-03,-1.88025928e+00,-1.87903821e+00
4.495833,-1.10585117e+01,1.22096261e-03,-1.88197625e+00,-1.88075531e+00
4.500000,-1.10687275e+01,1.22091058e-03,-1.88369334e+00,-1.88247240e+00
4.504167,-1.10789413e+01,1.22086739e-03,-1.88541019e+00,-1.88418937e+00
4.508334,-1.10891562e+01,1.22080685e-03,-1.88712704e+00,-1.88590622e+00
4.512500,-1.10993700e+01,1.22079765e-03,-1.88884389e+00,-1.88762307e+00
4.516667,-1.11095848e+01,1.22078008e-03,-1.89056039e+00,-1.88933957e+00
4.520833,-1.11197987e+01,1.22075295e-03,-1.89227700e+00,-1.89105630e+00
4.525000,-1.11300125e+01,1.22076913e-03,-1.89399362e+00,-1.89277279e+00
4.529167,-1.11402264e+01,1.22076343e-03,-1.89571011e+00,-1.89448929e+00
4.533334,-1.11504412e+01,1.22075714e-03,-1.89742649e+00,-1.89620578e+00
4.537500,-1.11606550e+01,1.22064457e-03,-1.89914286e+00,-1.89792216e+00
4.541667,-1.11708689e+01,1.22059847e-03,-1.90085900e+00,-1.89963841e+00
4.545834,-1.11810818e+01,1.22064305e-03,-1.90257514e+00,-1.90135455e+00
4.550000,-1.11912947e+01,1.22053258e-03,-1.90429115e+00,-1.90307057e+00
4.554167,-1.12015085e+01,1.22052780e-03,-1.90600717e+00,-1.90478659e+00
4.558333,-1.12117214e+01,1.22047844e-03,-1.90772307e+00,-1.90650260e+00
4.562500,-1.12219343e+01,1.22041372e-03,-1.90943873e+00,-1.90821826e+00
4.566667,-1.12321472e+01,1.22041453e-03,-1.91115451e+00,-1.90993404e+00
4.570834,-1.12423601e+01,1.22035714e-03,-1.91287005e+00,-1.91164970e+00
4.575000,-1.12525721e+01,1.22047495e-03,-1.91458559e+00,-1.91336513e+00
4.579167,-1.12627840e+01,1.22035795e-03,-1.91630101e+00,-1.91508067e+00
4.583333,-1.12729969e+01,1.22033781e-03,-1.91801643e+00,-1.91679609e+00
4.587500,-1.12832088e+01,1.22038904e-03,-1.91973174e+00,-1.91851139e+00
4.591667,-1.12934198e+01,1.22027041e-03,-1.92144692e+00,-1.92022669e+00
4.595834,-1.13036327e+01,1.22020906e-03,-1.92316198e+00,-1.92194176e+00
4.600000,-1.13138437e+01,1.22021709e-03,-1.92487705e+00,-1.92365682e+00
4.604167,-1.13240547e+01,1.22010673e-03,-1.92659199e+00,-1.92537189e+00
4.608334,-1.13342667e+01,1.22012326e-03,-1.92830682e+00,-1.92708671e+00
4.612500,-1.13444786e+01,1.22005644e-03,-1.93002164e+00,-1.92880154e+00
4.616667,-1.13546896e+01,1.22001197e-03,-1.93173635e+00,-1.93051636e+00
4.620833,-1.13649006e+01,1.22001010e-03,-1.93345094e+00,-1.93223095e+00
4.625000,-1.13751106e+01,1.22011523e-03,-1.93516552e+00,-1.93394542e+00
4.629167,-1.13853216e+01,1.21995143e-03,-1.93687987e+00,-1.93565989e+00
4.633334,-1.13955326e+01,1.21997017e-03,-1.93859434e+00,-1.93737435e+00
4.637500,-1.14057446e+01,1.21995551e-03,-1.94030869e+00,-1.93908870e+00
4.641667,-1.14159546e+01,1.21992500e-03,-1.94202292e+00,-1.94080305e+00
4.645833,-1.14261646e+01,1.21982663e-03,-1.94373703e+00,-1.94251716e+00
4.650000,-1.14363747e+01,1.21977064e-03,-1.94545114e+00,-1.94423139e+00
4.654167,-1.14465857e+01,1.21973420e-03,-1.94716513e+00,-1.94594538e+00
4.658334,-1.14567947e+01,1.21974619e-03,-1.94887900e+00,-1.94765925e+00
4.662500,-1.14670038e+01,1.21968624e-03,-1.95059276e+00,-1.94937313e+00
4.666667,-1.14772139e+01,1.21970451e-03,-1.95230651e+00,-1.95108676e+00
4.670834,-1.14874229e+01,1.21964968e-03,-1.95402014e+00,-1.95280051e+00
4.675000,-1.14976320e+01,1.21967506e-03,-1.95573366e+00,-1.95451403e+00
4.679167,-1.15078421e+01,1.21958670e-03,-1.95744717e+00,-1.95622754e+00
4.683333,-1.15180511e+01,1.21959276e-03,-1.95916057e+00,-1.95794094e+00
4.687500,-1.15282602e+01,1.21950591e-03,-1.96087384e+00,-1.95965433e+00
4.691667,-1.15384684e+01,1.21953827e-03,-1.96258700e+00,-1.96136749e+00
4.695834,-1.15486765e+01,1.21940812e-03,-1.96430016e+00,-1.96308076e+00
4.700000,-1.15588856e+01,1.21943117e-03,-1.96601319e+00,-1.96479380e+00
4.704167,-1.15690937e+01,1.21940509e-03,-1.96772611e+00,-1.96650672e+00
4.708333,-1.15793018e+01,1.21932465e-03,-1.96943891e+00,-1.96821964e+00
4.712500,-1.15895100e+01,1.21930160e-03,-1.97115171e+00,-1.96993244e+00
4.716667,-1.15997181e+01,1.21927389e-03,-1.97286439e+00,-1.97164512e+00
4.720834,-1.16099262e+01,1.21930800e-03,-1.97457707e+00,-1.97335780e+00
4.725000,-1.16201344e+01,1.21937064e-03,-1.97628963e+00,-1.97507024e+00
4.729167,-1.16303425e+01,1.21931045e-03,-1.97800219e+00,-1.97678292e+00
4.733334,-1.16405497e+01,1.21919042e-03,-1.97971451e+00,-1.97849536e+00
4.737500,-1.16507578e+01,1.21925189e-03,-1.98142695e+00,-1.98020768e+00
4.741667,-1.16609640e+01,1.21907867e-03,-1.98313916e+00,-1.98192012e+00
4.745833,-1.16711712e+01,1.21908647e-03,-1.98485112e+00,-1.98363209e+00
4.750000,-1.16813793e+01,1.21903932e-03,-1.98656321e+00,-1.98534417e+00
4.754167,-1.16915846e+01,1.21905981e-03,-1.98827517e+00,-1.98705614e+00
4.758334,-1.17017927e+01,1.21900439e-03,-1.98998713e+00,-1.98876810e+00
4.762500,-1.17119999e+01,1.21892989e-03,-1.99169886e+00,-1.99047995e+00
4.766667,-1.17222052e+01,1.21887319e-03,-1.99341047e+00,-1.99219155e+00
4.770833,-1.17324114e+01,1.21892372e-03,-1.99512208e+00,-1.99390316e+00
4.775000,-1.17426186e+01,1.21888239e-03,-1.99683356e+00,-1.99561465e+00
4.779167,-1.17528248e+01,1.21888111e-03,-1.99854505e+00,-1.99732614e+00
4.783334,-1.17630301e+01,1.21877424e-03,-2.00025630e+00,-1.99903750e+00
4.787500,-1.17732363e+01,1.21877401e-03,-2.00196767e+00,-2.00074887e+00
4.791667,-1.17834415e+01,1.21875340e-03,-2.00367904e+00,-2.00246024e+00
4.795834,-1.17936468e+01,1.21870544e-03,-2.00538993e+00,-2.00417113e+00
4.800000,-1.18038530e+01,1.21869287e-03,-2.00710106e+00,-2.00588226e+00
4.804167,-1.18140574e+01,1.21853454e-03,-2.00881195e+00,-2.00759339e+00
4.808333,-1.18242626e+01,1.21856178e-03,-2.01052260e+00,-2.00930405e+00
4.812500,-1.18344679e+01,1.21857179e-03,-2.01223350e+00,-2.01101494e+00
4.816667,-1.18446722e+01,1.21856458e-03,-2.01394415e+00,-2.01272559e+00
4.820834,-1.18548765e+01,1.21861161e-03,-2.01565480e+00,-2.01443624e+00
4.825000,-1.18650827e+01,1.21855910e-03,-2.01736546e+00,-2.01614690e+00
4.829167,-1.18752861e+01,1.21842523e-03,-2.01907563e+00,-2.01785731e+00
4.833333,-1.18854904e+01,1.21848797e-03,-2.02078605e+00,-2.01956749e+00
4.837500,-1.18956947e+01,1.21839973e-03,-2.02249622e+00,-2.02127790e+00
4.841667,-1.19058990e+01,1.21829123e-03,-2.02420640e+00,-2.02298808e+00
4.845834,-1.19161024e+01,1.21830218e-03,-2.02591658e+00,-2.02469826e+00
4.850000,-1.19263067e+01,1.21834013e-03,-2.02762651e+00,-2.02640820e+00
4.854167,-1.19365091e+01,1.21829426e-03,-2.02933645e+00,-2.02811813e+00
4.858334,-1.19467134e+01,1.21824688e-03,-2.03104615e+00,-2.02982783e+00
4.862500,-1.19569168e+01,1.21818436e-03,-2.03275585e+00,-2.03153777e+00
4.866667,-1.19671202e+01,1.21816294e-03,-2.03446531e+00,-2.03324723e+00
4.870833,-1.19773226e+01,1.21816923e-03,-2.03617501e+00,-2.03495693e+00
4.875000,-1.19875259e+01,1.21808855e-03,-2.03788447e+00,-2.03666639e+00
4.879167,-1.19977274e+01,1.21805642e-03,-2.03959370e+00,-2.03837562e+00
4.883334,-1.20079308e+01,1.21803291e-03,-2.04130292e+00,-2.04008484e+00
4.887500,-1.20181332e+01,1.21801440e-03,-2.04301214e+00,-2.04179406e+00
4.891667,-1.20283356e+01,1.21797295e-03,-2.04472136e+00,-2.04350328e+00
4.895833,-1.20385370e+01,1.21793360e-03,-2.04643035e+00,-2.04521251e+00
4.900000,-1.20487394e+01,1.21788122e-03,-2.04813910e+00,-2.04692125e+00
4.904167,-1.20589418e+01,1.21784327e-03,-2.04984784e+00,-2.04863000e+00
4.908334,-1.20691423e+01,1.21782953e-03,-2.05155659e+00,-2.05033875e+00
4.912500,-1.20793438e+01,1.21773360e-03,-2.05326509e+00,-2.05204725e+00
4.916667,-1.20895452e+01,1.21774210e-03,-2.05497384e+00,-2.05375600e+00
4.920834,-1.20997467e+01,1.21775607e-03,-2.05668235e+00,-2.05546451e+00
4.925000,-1.21099482e+01,1.21768704e-03,-2.05839062e+00,-2.05717301e+00
4.929167,-1.21201496e+01,1.21766201e-03,-2.06009889e+00,-2.05888128e+00
4.933333,-1.21303501e+01,1.21760648e-03,-2.06180716e+00,-2.06058955e+00
4.937500,-1.21405516e+01,1.21758017e-03,-2.06351542e+00,-2.06229782e+00
4.941667,-1.21507511e+01,1.21753640e-03,-2.06522346e+00,-2.06400585e+00
4.945834,-1.21609526e+01,1.21752836e-03,-2.06693125e+00,-2.06571364e+00
4.950000,-1.21711531e+01,1.21750263e-03,-2.06863904e+00,-2.06742144e+00
4.954167,-1.21813526e+01,1.21739681e-03,-2.07034683e+00,-2.06912947e+00
4.958333,-1.21915522e+01,1.21733407e-03,-2.07205462e+00,-2.07083726e+00
4.962500,-1.22017517e+01,1.21736107e-03,-2.07376194e+00,-2.07254457e+00
4.966667,-1.22119513e+01,1.21739774e-03,-2.07546949e+00,-2.07425213e+00
4.970834,-1.22221518e+01,1.21736515e-03,-2.07717705e+00,-2.07595968e+00
4.975000,-1.22323503e+01,1.21729239e-03,-2.07888436e+00,-2.07766700e+00
4.979167,-1.22425508e+01,1.21729064e-03,-2.08059168e+00,-2.07937431e+00
4.983334,-1.22527494e+01,1.21722545e-03,-2.08229876e+00,-2.08108163e+00
4.987500,-1.22629480e+01,1.21723814e-03,-2.08400583e+00,-2.08278871e+00
4.991667,-1.22731476e+01,1.21715479e-03,-2.08571267e+00,-2.08449554e+00
4.995833,-1.22833462e+01,1.21703139e-03,-2.08741951e+00,-2.08620238e+00
5.000000,-1.22935438e+01,1.21705048e-03,-2.08912635e+00,-2.08790922e+00
